imdb_id,title,rec1,rec2,rec3,rec4,rec5,rec6
tt0090329,Witness,White Mischief,All Things To All Men,London Spy,Someone to Watch Over Me,Intermission,Dog Eat Dog
tt0119396,Jackie Brown,Saving Grace,We're the Millers,Duplicity,Heartbreakers,Bandits,A Low Down Dirty Shame
tt0128442,Rounders,Buffalo '66,Cold Deck,Cold Deck,Runner Runner,Wild Card,Miller's Crossing
tt0117276,Overnight Delivery,I Could Never Be Your Woman,How Do You Know,The Object of My Affection,Girlfriends of Christmas Past,Accidental Love,Griff the Invisible
tt0120722,Living Out Loud,Little Black Book,Marilyn Hotchkiss' Ballroom Dancing & Charm School,This Isn't Funny,Boy Meets Girl,Solitary Man,The Matriarch
tt0120857,Tea with Mussolini,Hesher,In Enemy Hands,Cold Mountain,Jack Frost,Beginners,Unbroken
tt0090660,Armed and Dangerous,Canadian Bacon,A Low Down Dirty Shame,City Heat,Code Name: The Cleaner,Drive Hard,Corky Romano
tt0120618,Breakfast of Champions,Fatal Attraction,Blood Simple,The Lovers,Little Children,Moms' Night Out,Outland
tt0123221,Just the Ticket,"New York, I Love You",Home Alone 2: Lost in New York,At Middleton,You Kill Me,Duplicity,Heartbreakers
tt0118665,Baby Geniuses,The Boss Baby,Good Boy!,Max Keeble's Big Move,Cosmic Scrat-tastrophe,RocketMan,Popeye
tt0129332,Ravenous,Bone Tomahawk,Vamp,Night of Something Strange,The Rage: Carrie 2,2001 Maniacs,Turkey Shoot
tt0136244,Hideous Kinky,The Whole Wide World,Life in Flight,Jude,Catch and Release,Smart People,Bliss
tt0054331,Spartacus,The Eagle,The Last Legion,The Fall of the Roman Empire,Centurion,Cleopatra,Pompeii
tt0164181,Stir of Echoes,The Remains,What Lies Beneath,Crimson Peak,Spirit Trap,Dreamkiller,Hide and Seek
tt0070511,Papillon,Escape from Alcatraz,Public Enemies,Get the Gringo,The Shawshank Redemption,Escape Plan,No Escape
tt0086969,Birdy,Heaven & Earth,Underfire: The Untold Story of Pfc. Tony Vaccaro,Casualties of War,Che: Part One,The Round Up,Beneath Hill 60
tt0093596,Nadine,Hot Pursuit,The Getaway,The Marrying Man,Run All Night,Taken 3,Moon Over Parador
tt0082934,The Postman Always Rings Twice,Auto Focus,Heaven's Prisoners,Fifty Shades Darker,The Great Gatsby,Swung,Swung
tt0095705,The Naked Gun: From the Files of Police Squad!,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot,22 Jump Street,Gary Gulman: It's About Time,The Heat,The Naked Gun 33⅓: The Final Insult
tt0205271,Dr. T and the Women,The Matriarch,Love's Complicated,M*A*S*H,The Brothers Bloom,Solitary Man,Double Wedding
tt0093560,The Monster Squad,The Rig,Beowulf,Monster Trucks,Man-Thing,Blood Beach,Godzilla
tt0107130,A Home of Our Own,The Great Gilly Hopkins,The Matriarch,Babysitters Beware,The Borrowers,My Family,This Christmas
tt0060934,The Sand Pebbles,Flyboys,Flight of the Intruder,Closing the Ring,Antwone Fisher,Shadowheart,Jarhead 3: The Siege
tt0095774,Off Limits,10th & Wolf,The Ghost and the Whale,Spartan,Alex Cross,Kiss of Death,Takers
tt0097967,Next of Kin,Extreme Ops,Undisputed,Tracker,Linewatch,Breaking Point,Twisted
tt0273799,Max Keeble's Big Move,Muppets from Space,All She Wishes,Set the Thames on Fire,Delgo,Memoirs of an Invisible Man,Good Boy!
tt0278488,How High,Son of Rambow,"Chronic-Con, Episode 420: A New Dope",Shrink,Trainspotting,Wonder Boys,The Other Side of the Wind
tt0086619,Yentl,The Mirror Has Two Faces,A Star Is Born,Bessie,Porgy and Bess,The Prince of Tides,The Girl from the Song
tt0083511,48 Hrs.,Another 48 Hrs.,Money for Nothing,Blood and Bone,Bullet to the Head,Get the Gringo,Rush Hour 3
tt0275022,Crossroads,Riley's First Date?,One More Time,Girl in Progress,Meet Me in Venice,Mamma Mia!,Miss You Already
tt0279781,Sorority Boys,Pledge This!,Dead on Campus,Neighbors 2: Sorority Rising,Sorority Row,Sydney White,Some Like It Hot
tt0265459,One Hour Photo,The Other Woman,Julie Darling,The Devil's Hand,Nomads,Thief of Hearts,Notes on a Scandal
tt0303714,Barbershop,The Matriarch,Barbershop 2:  Back in Business,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man,The Best Man
tt0081974,Absence of Malice,She's So Lovely,Kill Your Darlings,A Royal Night Out,Forever,You Get Me,"Have Dreams, Will Travel"
tt0120679,Frida,Return to Me,Two Lovers,Autumn in New York,Valley of Flowers,Onegin,Down to You
tt0064072,Battle of Britain,The Monuments Men,Beyond Valkyrie: Dawn of the Fourth Reich,Hell's Angels,Dunkirk,War Pigs,The Pacific
tt0339034,From Justin to Kelly,The Golden Boys,Two Can Play That Game,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2,The Ugly Truth
tt0077369,Convoy,Ten Canoes,Julie Darling,The Wraith,Love & Other Drugs,No One Lives,Losin' It
tt0199626,In the Cut,Mary Loss of Soul,Dreamkiller,The Weight of Water,The Sisterhood of Night,Closet Land,The Ghost and the Whale
tt0086567,WarGames,Tron,The Thirteenth Floor,Hellraiser: Bloodline,Vice,Black Road,Virtuosity
tt0093936,The Secret of My Success,Multiplicity,Maximum Risk,The Talented Mr. Ripley,The New Guy,Salton Sea,Lucky Number Slevin
tt0359517,Johnson Family Vacation,All She Wishes,"Yours, Mine & Ours",Love the Coopers,Houseguest,Ace Ventura Jr: Pet Detective,Ernest Saves Christmas
tt0105217,Raising Cain,Whisper,Million Dollar Crocodile,The Dark House,Nine Dead,The International,Blood Ties
tt0105017,Noises Off...,Rushmore,Get Over It,Shakespeare in Love,Nickelodeon,HealtH,Cookie's Fortune
tt0101746,The Doctor,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr,Southern Rites
tt0387575,Seed of Chucky,Bride of Chucky,Child's Play 2,Curse of Chucky,Child's Play 3,Annabelle,Child's Play
tt0349260,In My Country,The Work and the Glory,The Heart of Me,The Whole Wide World,Anna Karenina,Valmont,The Best of Me
tt0106464,Bopha!,Extraction,Waffle Street,Pure Luck,The Black Hole,Bad Asses on the Bayou,Dreamcatcher
tt0367188,Modigliani,At Middleton,Captain Webb,The Lost City,Against the Ropes,Tommy's Honour,Antwone Fisher
tt0361715,Duma,Babysitters Beware,This Christmas,Jack Frost,Zoom,Cold Mountain,"Yours, Mine & Ours"
tt0392465,Mozart and the Whale,The Matriarch,Love's Complicated,Solitary Man,Double Wedding,Sex and the City 2,Life or Something Like It
tt0429591,Aquamarine,Miss You Already,All She Wishes,Fishtales,Maggie's Plan,Maggie's Plan,Doctor Dolittle
tt0079758,Prophecy,The Fly,Mansquito,3-Headed Shark Attack,3-Headed Shark Attack,They Nest,Mega Piranha
tt0479884,Crank,The Mechanic,Joshua Tree,Safe,Urban Justice,Mechanic: Resurrection,The Bourne Supremacy
tt0462590,Step Up,Step Up All In,Footloose,Footloose,Yentl,Flashdance,The Girl from the Song
tt0410764,Tideland,Radio Free Albemuth,Errors of the Human Body,OzLand,Terminus,Terminus,Jackrabbit
tt0424993,Employee of the Month,"Crazy, Stupid, Love.",The Good Night,Friends with Money,Blonde Ambition,The Golden Boys,Two Can Play That Game
tt0439289,Running with Scissors,Our Idiot Brother,Happiness,Hanging Up,Ginger Snaps,Sisters,Blue Jasmine
tt0452681,The Santa Clause 3: The Escape Clause,The Santa Clause 2,Christmas with the Kranks,National Lampoon's Vacation,A Nanny for Christmas,Santa Claus: The Movie,The Santa Clause
tt0470765,For Your Consideration,The Matriarch,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man,The Best Man,She Hate Me
tt0448124,Snow Cake,Restless,The Opposite of Sex,The Whole Wide World,The Spitfire Grill,Premonition,Life in Flight
tt0763840,Home of the Brave,Stop-Loss,Billy Lynn's Long Halftime Walk,The Best Years of Our Lives,American Sniper,VANish,Kiss of Death
tt0425112,Hot Fuzz,Blue Streak,R.I.P.D.,K-9,Showtime,Along Came a Spider,Dog Eat Dog
tt0433416,The Namesake,The Extra Man,Life in Flight,Lords of Dogtown,Hey Hey It's Esther Blueburger,The Perez Family,Broken English
tt0897361,I Know Who Killed Me,Dreamkiller,02:13,Awake,Cleaner,The Unborn,The First Power
tt0423977,Charlie Bartlett,Coconut Hero,High School Musical,Fist Fight,Bart Got a Room,Wild Child,Mean Girls
tt0805564,Lars and the Real Girl,P.S. I Love You,The Opposite of Sex,The Matriarch,Love's Complicated,Harold and Maude,Stranger Than Fiction
tt0399095,Trade,Our Idiot Brother,Leaves of Grass,Scarface,Ginger Snaps,Happiness,What's Eating Gilbert Grape
tt0406759,The Eye,Lullaby,Our Idiot Brother,Bless the Child,Blindness,Dancer in the Dark,Marvin's Room
tt0420740,A Little Trip to Heaven,Zulu,The Ghost and the Whale,The Contender,Single White Female 2: The Psycho,The Crush,The Experiment
tt0804505,Married Life,The Last Kiss,Fatal Attraction,Frantic,The Lovers,When Harry Met Sally...,Shall We Dance?
tt0481536,Harold & Kumar Escape from Guantanamo Bay,Iliza Shlesinger: Freezing Hot,MacGruber,Epic Movie,The Pirates! In an Adventure with Scientists!,Alvin and the Chipmunks: The Road Chip,Minions
tt1082868,Quarantine,Area 51,Isolation,Diary of the Dead,Morgan,Decoys,Man Vs.
tt1042877,Cadillac Records,The King Is Dancing,The Kingdom of Solomon,The Last Man on the Moon,Industrial Soundtrack for the Urban Decay,Powaqqatsi,Polycarp
tt1103275,Two Lovers,Valley of Flowers,Frida,Down to You,Wicker Park,Return to Me,The Story of Us
tt0783518,Flight of Fury,Driven To Kill,Ticker,A Dangerous Man,Absolution,Out for a Kill,The Patriot
tt0910934,Urban Justice,Rise of the Footsoldier,Point Blank,Code of Honor,Ticker,Payback: Straight Up,Precious Cargo
tt0893402,Franklyn,OzLand,Upside Down,Mr. Nobody,About Time,Victor Frankenstein,Okja
tt0396707,The Secret of Moonacre,Upside Down,Mr. Nobody,Fishtales,Okja,Delgo,Fly Me to the Moon
tt0862856,Trick 'r Treat,Lost Signal,Crazy As Hell,The Charnel House,Besetment,02:13,Timber Falls
tt0758751,Grey Gardens,Marvellous,The Miki Howard Story,Dater's Handbook,Killing Jesus,All the Way,A Wish for Christmas
tt0091276,Invaders from Mars,The War of the Worlds,Plan 9,Drone Wars,Invasion of the Body Snatchers,Body Snatchers,Beyond Skyline
tt1187064,Triangle,The Contract,Muck,The Seamstress,Under Suspicion,Captain Phillips,Zodiac
tt1235796,Ondine,Winter's Tale,The Work and the Glory,The Heart of Me,The Lobster,The New World,The Whole Wide World
tt1020558,Centurion,The Eagle,The Last Legion,Ben-Hur,The Fall of the Roman Empire,Spartacus,Gladiator
tt0435528,Whisper,Raising Cain,Million Dollar Crocodile,The Dark House,Nine Dead,The International,Blood Ties
tt1038685,The King of Fighters,The Hunger Games: Mockingjay - Part 2,Resident Evil,Street Fighter: The Legend of Chun-Li,Jumper,Final Fantasy: The Spirits Within,Beta Test
tt1220888,Henry's Crime,Identity Thief,Hardball,Closer to the Moon,Fun with Dick and Jane,At Middleton,Small Apartments
tt1640548,Rampart,L.A. Confidential,The Bad Lieutenant: Port of Call - New Orleans,In the Heat of the Night,Witness,All Things To All Men,Dog Eat Dog
tt1625346,Young Adult,The Matriarch,Life During Wartime,Beatriz at Dinner,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot,Buddies
tt1591479,Act of Valor,Lone Survivor,Under Siege 2: Dark Territory,American Sniper,G.I. Jane,Men of Honor,Flight of the Intruder
tt1621045,Think Like a Man,Think Like a Man Too,He's Just Not That Into You,About Last Night,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot,Gary Gulman: It's About Time
tt1566501,For Greater Glory - The True Story of Cristiada,The Kingdom of Solomon,The Last Man on the Moon,Polycarp,Polycarp,MacArthur,Rosewood
tt1686039,Five Minarets in New York,Turk 182!,Home Alone 2: Lost in New York,Norm of the North,Norm of the North,The Devil's Own,Wolves
tt1764183,Arbitrage,The Dinner,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,The Ghost and the Whale,Bee Season,A Job to Kill For,Unfaithful
tt2215719,Katy Perry: Part of Me,The Ties That Bind,The Ecstasy of Wilko Johnson,The Ritchie Blackmore Story,Pentatonix: On My Way Home,The Beatles: Eight Days a Week - The Touring Years,Kansas: Miracles Out Of Nowhere
tt1667310,Deadfall,7 Seconds,Beautiful & Twisted,The Killer Inside Me,In Cold Blood,Run All Night,10th & Wolf
tt1867093,The Samaritan,Vendetta,Horrible Bosses 2,The Shawshank Redemption,Love,Chemsex,Chemsex
tt1682180,Stoker,Insidious: Chapter 3,Ratter,Fractured,Intruders,Decay,The Lesson
tt1645155,Erased,Belly of the Beast,Quantum of Solace,The November Man,In the Line of Fire,Mission: Impossible,Mission: Impossible II
tt2357129,Jobs,Steve Jobs,The Lady in the Van,Devil's Knot,Princess Kaiulani,Dallas Buyers Club,Foxcatcher
tt2194499,About Time,Real Steel,Dad,Rudderless,The Zohar Secret,Doctor Who: The Husbands of River Song,Doctor Who: The Husbands of River Song
tt1925479,Officer Down,The Keepers,The Bad Lieutenant: Port of Call - New Orleans,Payback: Straight Up,The Killer Inside Me,Hell's Kitchen,In Cold Blood
tt1821549,Nebraska,Boys Don't Cry,The Wizard,American Summer,On the Road,El Gringo,King of the Belgians
tt2002718,Machete Kills,Lethal Weapon 4,Get the Gringo,Bullet,Bullet to the Head,Bait,Safe
tt2431286,Philomena,Heaven is for Real,The Killing Fields,A Dangerous Method,Captive,Captive,The Lady in the Van
tt1929263,Heaven is for Real,A Dangerous Method,The Lady in the Van,The Case for Christ,Fallen,A United Kingdom,Divergent
tt2582846,The Fault in Our Stars,Before I Fall,Fallen,Beastly,Allegiant,Paper Towns,The Spectacular Now
tt1663207,Life of Crime,The Mexican,Identity Thief,Fun with Dick and Jane,Small Apartments,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot
tt0093855,A Return to Salem's Lot,Salem's Lot,The Thompsons,The Lightkeepers,Vampires,The Witch,Vampire in Brooklyn
tt2968804,Drive Hard,Money for Nothing,Code Name: The Cleaner,Corky Romano,Concrete Blondes,Once a Gangster,The Heat
tt0463826,Merlin's Apprentice,The Scorpion King: Quest for Power,Thunder and the House of Magic,Mythica: The Necromancer,Oz: The Great and Powerful,Pan,The Hexer
tt2326574,The Identical,Steal Big Steal Little,Sing Street,De-Lovely,Powaqqatsi,The Passion,Leaves of Grass
tt2369041,Legendary: Tomb of the Dragon,Direct Contact,Missionary Man,Soldiers of Fortune,One in the Chamber,The Hurricane,Stash House
tt2436386,Project Almanac,ARQ,RWD,Timecop,Men in Black 3,Doctor Who,The Butterfly Effect
tt3622592,Paper Towns,Fallen,The Spectacular Now,Before I Fall,The Fault in Our Stars,The DUFF,Beastly
tt3278330,Tale of Tales,Dark Floors,The Velocity of Gary,Once Bitten,The Haunting Hour: Don't Think About It,The Coven,Scrawl
tt1733125,Dungeons & Dragons: The Book of Vile Darkness,Conan the Barbarian,The Hobbit: The Desolation of Smaug,Conan the Destroyer,Mythica: The Necromancer,Conan the Barbarian,Beastmaster 2: Through the Portal of Time
tt3862750,The Perfect Guy,The Ghost and the Whale,Never Die Alone,A Job to Kill For,Before and After,Obsessed,Hideaway
tt4183692,Woodlawn,Woodlawn,Rudy,Invictus,Race,Race,Draft Day
tt0069049,The Other Side of the Wind,Bowfinger,Son of Rambow,The Artist,Ed Wood,Hey Hey It's Esther Blueburger,"Hail, Caesar!"
tt2582782,Hell or High Water,Angel Eyes,Shot Caller,Gone in Sixty Seconds,The Fast and the Furious: Tokyo Drift,No Good Deed,Albino Alligator
tt3741834,Lion,The Lady in the Van,Heaven is for Real,The Case for Christ,A Dangerous Method,The Chant of Jimmie Blacksmith,Sold
tt0301454,Inspector Gadget 2,Pee-wee's Big Holiday,Dudley Do-Right,Popeye,Inspector Gadget,Captain Ron,The Other Side of Heaven
tt2910904,The Dressmaker,Ithaca,Our Kind of Traitor,The Adderall Diaries,A United Kingdom,Yosemite,All We Had
tt2402927,Carol,The Mother,Appropriate Behavior,Moms' Night Out,Going the Distance,Lady Macbeth,When Harry Met Sally...
tt0104389,The Hand that Rocks the Cradle,The Sixth Sense,Monster's Ball,Mystic River,Oliver Twist,The Tortured,Magnolia
tt0110950,Reality Bites,Zoolander,The Meyerowitz Stories,Edtv,Zoolander 2,Tropic Thunder,Duplex
tt0107943,The Remains of the Day,The Golden Bowl,You Will Meet a Tall Dark Stranger,Absence of Malice,The Work and the Glory,The Heart of Me,We Don't Live Here Anymore
tt0107983,Romeo Is Bleeding,Along Came a Spider,The Departed,Blue Streak,Street Kings,Mobsters,Dog Eat Dog
tt0098084,Pet Sematary,The Eyes of My Mother,Whale Rider,Terms of Endearment,Wrong Turn,Cold Mountain,Ayanda
tt0089393,Just One of the Guys,The DUFF,You've Got Mail,It's a Boy Girl Thing,American Teen,Sadie's Last Days on Earth,Tig Notaro: Boyish Girl Interrupted
tt0323465,Octane,The Skeleton Key,VANish,Treehouse,Dreamkiller,The Midnight Meat Train,Deadly Blessing
tt1073241,Nothing But the Truth,The Ghost and the Whale,The Contender,The Last Castle,A Job to Kill For,Brokedown Palace,Before and After
tt1018818,Assassination of a High School President,Dreamkiller,Awake,The Whole Ten Yards,Cleaner,Pure Luck,Fletch Lives
tt1034302,The Cry of the Owl,The Makeover,The Makeover,Blackway,A Little Trip to Heaven,Blitz,Wicked
tt1659343,Universal Soldier: Day of Reckoning,Replicant,The Day of the Triffids,Ticking Clock,The Green Inferno,Daybreakers,The One
tt0377057,Elvis Has Left the Building,I Dreamed of Africa,The Marrying Man,My Big Fat Greek Wedding 2,While She Was Out,My Stepmother is an Alien,The Burning Plain
tt1860213,Dirty Grandpa,Dirty Grandpa,Daddy Day Camp,Grandma,Charlie and the Chocolate Factory,And So It Goes,Road Hard
tt0089346,Into the Night,The Matriarch,Hideaway,M*A*S*H,Kill Me Three Times,I Could Never Be Your Woman,Cheri
tt0112818,Dead Man Walking,The Life of David Gale,21 Grams,A Few Good Men,One Flew Over the Cuckoo's Nest,Control,The Green Mile
tt0109370,Canadian Bacon,Honky Tonk Freeway,Convenience,Mr. Right,Man of the House,Keeping Up with the Joneses,True Memoirs of an International Assassin
tt0076759,Star Wars,The Empire Strikes Back,Return of the Jedi,Star Wars: Episode III - Revenge of the Sith,Rogue One: A Star Wars Story,Star Wars: The Force Awakens,Star Wars: Episode I - The Phantom Menace
tt0114113,The Perez Family,Catch and Release,Life in Flight,Broken English,Hey Hey It's Esther Blueburger,Bright Star,Committed
tt0108550,What's Eating Gilbert Grape,Rainbow Time,The Straight Story,Leaves of Grass,Two Brothers,My Blind Brother,Steal Big Steal Little
tt0110955,The Ref,The Santa Clause,The Santa Clause 2,Jingle All the Way,Jingle All the Way 2,Bad Santa,National Lampoon's Christmas Vacation
tt0078748,Alien,Alien³,Aliens,Alien: Covenant,Rogue One: A Star Wars Story,The War of the Worlds,Approaching the Unknown
tt0106308,Army of Darkness,Warlock,Return of the Living Dead Part II,Peggy Sue Got Married,The Time Traveler's Wife,Beastmaster 2: Through the Portal of Time,ARQ
tt0101921,Fried Green Tomatoes,The Matriarch,Cheri,Buddies,My Cousin Vinny,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man
tt0107282,The Joy Luck Club,All We Had,The Boxtrolls,Like Dandelion Dust,Heaven is for Real,American Pastoral,Eragon
tt0101917,Freddy's Dead: The Final Nightmare,New Nightmare,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 5: The Dream Child,Tig Notaro: Boyish Girl Interrupted,Blood Moon,Hatchet II
tt0087363,Gremlins,Gremlins 2: The New Batch,Zoom,How the Grinch Stole Christmas,All She Wishes,The Rugrats Movie,Bolt
tt0059113,Doctor Zhivago,Raintree County,Suite Française,The Ottoman Lieutenant,Coming Home,August Rush,The Year of Living Dangerously
tt0082517,History of the World: Part I,Mel Brooks: Live at the Geffen,The Last Laugh,High Anxiety,The Last Legion,Harold and Lillian: A Hollywood Love Story,Porgy and Bess
tt0104952,My Cousin Vinny,Fried Green Tomatoes,The Matriarch,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),The Cable Guy,Solitary Man
tt0140379,A Midsummer Night's Dream,The Matriarch,Just My Luck,The Best of Me,Love's Complicated,Solitary Man,Double Wedding
tt0163651,American Pie,The Spectacular Now,The DUFF,Me and Earl and the Dying Girl,Dope,The Virginity Hit,The Edge of Seventeen
tt0072684,Barry Lyndon,A Bridge Too Far,Lawrence of Arabia,Revolution,Gods and Generals,Too Late the Hero,Sergeant York
tt0082348,Excalibur,Conan the Barbarian,Merlin's Apprentice,Seventh Son,Mythica: The Iron Crown,The Hobbit: The Desolation of Smaug,Dungeons & Dragons: The Book of Vile Darkness
tt0195945,Next Friday,Bound by Honor,The Warriors,Colors,Rubble Kings,South Central,Training Day
tt0186589,Sugar & Spice,Just One of the Guys,American Teen,Flypaper,Buffy the Vampire Slayer,Lucas,Perfect High
tt0246989,Tomcats,Buffalo '66,American Pie 2,Rounders,At Long Last Love,Bridesmaids,Sideways
tt0097815,Major League,The Comebacks,The Phenom,The Mighty Ducks,The Natural,Million Dollar Arm,Fastball
tt0250310,Corky Romano,Code Name: The Cleaner,Drive Hard,Concrete Blondes,Once a Gangster,The Heat,Rush Hour 3
tt0281358,A Walk to Remember,The Fault in Our Stars,The Spectacular Now,Me and Earl and the Dying Girl,Get Over It,Youth in Revolt,Paper Towns
tt0264616,Frailty,The Contract,Solace,Red Dragon,Hannibal,Horsemen,Faces in the Crowd
tt0211443,Jason X,Alien,Aliens,The War of the Worlds,Approaching the Unknown,Solaris,Life
tt0246677,Heaven,River's Edge,Collateral Damage,High Crimes,The International,Body of Evidence,Incendiary
tt0280870,Liberty Stands Still,Undisputed,Mary Loss of Soul,The Adderall Diaries,Ayanda,Havoc,88
tt0102782,Return to the Blue Lagoon,The Blue Lagoon,Cast Away,Swept Away,Ellis,Ellis,Kong: Skull Island
tt0100814,Tremors,Tremors 4: The Legend Begins,Tremors 2: Aftershocks,Monster Trucks,Tremors 5: Bloodlines,Godzilla,Piranha 3D
tt0102181,Kafka,The Matriarch,Get Low,Rare Birds,Full Frontal,Buddies,The Ghost and the Whale
tt0107594,Money for Nothing,Drive Hard,Rush Hour 3,Rush Hour 2,Kiss of Death,Takers,Faster
tt0100260,Nightbreed,Alone in the Dark 2,The Cloth,The Stand,The Kiss,In the Name of the King III,Lace Crater
tt0077235,Big Wednesday,The Wackness,All This Panic,Bare,X+Y,Tracktown,Now and Then
tt0066090,The Molly Maguires,Coal Miner's Daughter,How Green Was My Valley,My Bloody Valentine,The Kingdom of Solomon,The Last Man on the Moon,Polycarp
tt0383694,Vera Drake,All Things To All Men,Bound,Double Jeopardy,The Shawshank Redemption,Faithful,Papillon
tt0079261,Hair,Heaven & Earth,The Matriarch,Underfire: The Untold Story of Pfc. Tony Vaccaro,Coming Home,Miss Saigon: 25th Anniversary,Birdy
tt0099329,Cry-Baby,School of Rock,Walk Hard: The Dewey Cox Story,I'm Not There.,This Is Elvis,Tenacious D in The Pick of Destiny,Bo Burnham: Make Happy
tt0377800,Don't Come Knocking,Powaqqatsi,The Passion,Porgy and Bess,I Saw the Light,The Thing Called Love,Naqoyqatsi
tt0085384,Curse of the Pink Panther,The Return of the Pink Panther,Rough Cut,Parker,The Frontier,"Big Mommas: Like Father, Like Son",Zero Effect
tt0493430,Jackass Number Two,Jackass: The Movie,Jackass 3D,Bad Grandpa,Just About Famous,Triumph's Summer Election Special 2016,Honky Tonk Freeway
tt0770772,I Think I Love My Wife,Amy Schumer: Live at the Apollo,The Golden Boys,Two Can Play That Game,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2
tt0424908,Copying Beethoven,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr,Southern Rites
tt0473700,September Dawn,Shadowheart,Rosewood,The Vikings,Jane Got a Gun,Jane Got a Gun,Moon Over Parador
tt0416212,The Secret Life of Bees,The Benefactor,Girls Trip,Beauty Shop,Last Holiday,Uptown Girls,Brimstone
tt1233227,Saw VI,Fear Itself,Saw: The Final Chapter,Visions,Backtrack,The Unseeable,The Unborn
tt0472562,Shake Hands With the Devil,The Kingdom of Solomon,The Last Man on the Moon,Hotel Rwanda,Polycarp,Polycarp,The Promise
tt1172060,It's Alive,Hostel: Part II,The Thirteenth Floor,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt1592873,LOL,It's Kind of a Funny Story,Girl in Progress,Youth in Revolt,The Spectacular Now,A Wish for Christmas,All This Panic
tt1441951,Quartet,The Matriarch,Moonlight Mile,Love's Complicated,My Old Lady,Ashby,Solitary Man
tt0179183,Fortress 2,Fortress,Escape Plan,Mars,No Escape,Wing Commander,Eve of Destruction
tt2171867,Empire State,Armored,Faster,Setup,No Holds Barred,Southpaw,The Perfect Weapon
tt1486834,What If,This Isn't Funny,Made of Honor,The Object of My Affection,When Harry Met Sally...,Miss You Already,One Day
tt0105078,Out on a Limb,Boys Don't Cry,The Hollow,"Happy, Texas",The Trouble with Harry,Secrets of a Psychopath,How to Plan an Orgy in a Small Town
tt2042568,Inside Llewyn Davis,Raise Your Voice,I Saw the Light,Industrial Soundtrack for the Urban Decay,Porgy and Bess,Kansas City,Walk the Line
tt1714833,Drift,"Surfer, Dude",View From A Blue Moon,The Death and Life of Otto Bloom,A Few Less Men,Big Wednesday,Soul Surfer
tt2883512,Chef,Meet Me in Venice,Sanjay's Super Team,A Family Man,Little Nicky,How to Train Your Dragon 2,House at the End of the Street
tt1355630,If I Stay,Before I Fall,The Fault in Our Stars,The Sisterhood of the Traveling Pants,Fallen,Beastly,It's Kind of a Funny Story
tt2381111,Brooklyn,Anna Karenina,Working Girl,Me and Orson Welles,Beastly,GoodFellas,How to Be Single
tt2401097,Tracers,Turk 182!,Out for Justice,Hell's Kitchen,Payback,GoodFellas,Home Alone 2: Lost in New York
tt2404425,Woman in Gold,Mortdecai,The Lady in the Van,The Case for Christ,Heaven is for Real,Joy,Love's Deadly Triangle: The Texas Cadet Murder
tt0441048,Dhoom 2,Linewatch,Twisted,Never Die Alone,Setup,Marauders,Rise of the Footsoldier
tt3715320,Irrational Man,The Ghost and the Whale,The Livingston Gardener,The Schoolboy,The Enfield Haunting,Magic in the Moonlight,An Act of War
tt2217859,Louder Than Bombs,A Family Man,How to Train Your Dragon 2,The Tortured,The Wolfpack,House at the End of the Street,Little Nicky
tt3658772,Misconduct,Misconduct,The Ghost and the Whale,Lost in the Sun,A Job to Kill For,Before and After,Obsessed
tt2271563,Forsaken,Jane Got a Gun,Jane Got a Gun,Echoes Of War,Mr. Brooks,The Red Badge of Courage,Texas Rising
tt1815708,Freelancers,Payback: Straight Up,Point Blank,Gun,Lure: Teen Fight Club,Setup,Run All Night
tt5362988,Wind River,War,"Give 'em Hell, Malone",The Contract,Alex Cross,Kill the Messenger,Death Warrant
tt2404181,Belle,Kiki,Joe's Violin,American Teen,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank
tt1606392,Win Win,Ready to Rumble,The Matriarch,Buddies,Mr. 3000,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),"Mystery, Alaska"
tt1132626,Saw V,Red Dragon,Hannibal Rising,The Girl in the Photographs,Saw: The Final Chapter,Horsemen,Sorority Row
tt0109376,"Car 54, Where Are You?",Pee-wee's Big Holiday,Baywatch,CHiPS,The Sweeney,Wild Wild West,Get Smart
