imdb_id,title,rec1,rec2,rec3,rec4,rec5,rec6
tt0110066,Houseguest,All She Wishes,"Yours, Mine & Ours",Love the Coopers,Ace Ventura Jr: Pet Detective,Ernest Saves Christmas,Ernest Goes to Camp
tt0062622,2001: A Space Odyssey,2010,Approaching the Unknown,Gravity,In the Shadow of the Moon,Moon,SpaceCamp
tt0083866,E.T. the Extra-Terrestrial,Treasure Planet,Armageddon,Zathura: A Space Adventure,A.I. Artificial Intelligence,Lifeforce,Forbidden Planet
tt0095889,Poltergeist III,Lady in the Water,Paranormal Activity: The Marked Ones,Ghost Rider,Odd Thomas,The Devil's Hand,Poltergeist II: The Other Side
tt0099697,Graveyard Shift,Werewolf: The Beast Among Us,13 Cameras,The Transfiguration,The Unseeable,Contracted: Phase II,Stoker
tt0139134,Cruel Intentions,Straight A's,Brideshead Revisited,Boris Without Beatrice,The Bridges of Madison County,Match Point,In the Room
tt0108320,There Goes My Baby,The Matriarch,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man,The Best Man,She Hate Me
tt4651410,Precious Cargo,Marauders,Urban Justice,Setup,Rise of the Footsoldier,Point Blank,Force of Execution
tt4581576,Aftermath,Sully,A Dangerous Method,Alive,Heaven is for Real,Airport 1975,Devil's Knot
tt5592248,The Beguiled,Gods and Generals,Seraphim Falls,Glory,Suffragette,The Searchers,Stop-Loss
tt1587729,71: Into the Fire,Hacksaw Ridge,The Killing Fields,The Lady in the Van,USS Indianapolis: Men of Courage,Heaven is for Real,Whiskey Tango Foxtrot
tt0338427,Shopgirl,The Matriarch,Love's Complicated,Brigsby Bear,Solitary Man,Double Wedding,Sex and the City 2
tt0498353,Hostel: Part II,The Human Centipede 3 (Final Sequence),Pernicious,Vigilante Diaries,Pathfinder,Cats & Dogs 2 : The Revenge of Kitty Galore,Knock Knock
tt0085894,The Man with Two Brains,The Mermaid,Mr. Destiny,The Fantasticks,How to Talk to Girls at Parties,Runaway Bride,The Lobster
tt0112819,Dead Presidents,Armored,Payback: Straight Up,A Man Apart,Empire State,Lure: Teen Fight Club,Kill Me Again
tt0113347,How To Make An American Quilt,Love in the Time of Cholera,Hope Springs,The Wedding Singer,Just Go with It,Four Weddings and a Funeral,The Princess Diaries 2: Royal Engagement
tt0112508,Billy Madison,Grown Ups 2,Jack and Jill,The Meyerowitz Stories,The Ridiculous 6,The Do-Over,Grown Ups
tt0110399,A Low Down Dirty Shame,Urban Justice,Saving Grace,Rise of the Footsoldier,Clockers,We're the Millers,Playing God
tt0104692,The Lawnmower Man,Brainstorm,Morgan,eXistenZ,Decoys,Man Vs.,Frost
tt0082010,An American Werewolf in London,Romasanta,The Eyes of My Mother,Final Destination 3,An American Werewolf in Paris,Wrong Turn,Rocky IV
tt0119572,Love Jones,Griff the Invisible,The Whole Wide World,Catch and Release,Smart People,Bliss,Life During Wartime
tt0115964,Crash,Fatal Attraction,Cat on a Hot Tin Roof,Premonition,The Fast and the Furious: Tokyo Drift,The Seven Year Itch,Enough
tt0120389,Turbo: A Power Rangers Movie,Spy Kids 3-D: Game Over,Death Race: Inferno,Fly Me to the Moon,TEKKEN,Dragonball Evolution,Beowulf
tt0083131,Stripes,Spy Hard,Superfast!,Honky Tonk Freeway,Convenience,Six Days Seven Nights,Tears of the Sun
tt0119217,Good Will Hunting,A Beautiful Mind,21,Burning Sands,Boys and Girls,Miss Julie,The Mirror Has Two Faces
tt0120176,The Spanish Prisoner,The Ghost and the Whale,Queen of Earth,Intermission,Mr. Brooks,Slow Burn,Columbus Circle
tt0118577,"An Alan Smithee Film: Burn, Hollywood, Burn",Rhinestone,Reach Me,Rambo,The Expendables,Bullet to the Head,Nighthawks
tt0127723,Can't Hardly Wait,Lucas,Miss You Already,Confessions of a Teenage Drama Queen,School of Rock,Buffy the Vampire Slayer,Sugar & Spice
tt0063385,Oliver!,Annie,Porgy and Bess,One More Time,Honey 3: Dare to Dance,This Christmas,Battle of the Year
tt0120741,Jane Austen's Mafia!,Wise Guys,The Whole Nine Yards,The Family,Analyze That,A Rage in Harlem,Get Shorty
tt0104868,The Mighty Ducks,"Mystery, Alaska",Leatherheads,She's the Man,Like Mike,The Game Plan,The Love Guru
tt0086066,The Outsiders,Rumble Fish,The Spectacular Now,The Sisterhood of the Traveling Pants,Youth in Revolt,Before I Fall,It's Kind of a Funny Story
tt0085407,The Dead Zone,Mother's Boys,Like Dandelion Dust,The Dark Tower,The Little Vampire,Beowulf,Friday the 13th: A New Beginning
tt0091499,Maximum Overdrive,Elysium,Screamers,Jurassic Prey,Alienate,Lone Wolves,Monster Trucks
tt0095593,Married to the Mob,Mr. Right,Play the Game,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot,There's Something About Mary,The Heat
tt0081554,Stardust Memories,You Will Meet a Tall Dark Stranger,To Rome with Love,Deconstructing Harry,Hollywood Ending,Crisis in Six Scenes,Shadows and Fog
tt0120684,Gods and Monsters,The Opposite of Sex,De Palma,Edge of Seventeen,Capote,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story
tt0120070,Savior,Assembly,Saving Private Ryan,Gods and Generals,Free State of Jones,Sergeant York,Band of Brothers
tt0091344,King Kong Lives,King Kong,Zombie Ninjas vs Black Ops,Devil's Den,Day of the Dead,Wolves,BloodRayne: Deliverance
tt0091541,The Money Pit,The Shrink Is In,A Star Is Born,You've Got Mail,Splash,Win a Date with Tad Hamilton!,The Golden Boys
tt0088011,Romancing the Stone,The Jewel of the Nile,King Solomon's Mines,National Treasure,The Adventures of Tintin,Lara Croft Tomb Raider: The Cradle of Life,Indiana Jones and the Kingdom of the Crystal Skull
tt0160862,She's All That,The DUFF,Date with Love,Project X,It's a Boy Girl Thing,Teen Beach 2,American Pie
tt0151804,Office Space,He's Just Not That Into You,Casino Jack,Bloodsucking Bastards,22 Jump Street,Iliza Shlesinger: Freezing Hot,Horrible Bosses
tt0065377,Airport,Mother's Boys,The Adderall Diaries,Before I Fall,Like Dandelion Dust,Paranoia,Airport 1975
tt0126250,Cookie's Fortune,Rushmore,The Hollow,American Gigolo,Shakespeare in Love,The Matriarch,Boys Don't Cry
tt0157503,Drop Dead Gorgeous,Mother and Child,Girl in Progress,Sherrybaby,Terms of Endearment,House at the End of the Street,Mommy
tt0165854,The Limey,Get the Gringo,Death Warrant,Carlito's Way,Papillon,Lock Up,Bound
tt0166896,The Straight Story,What's Eating Gilbert Grape,The Perfect Game,Goat,Stuart Little,No. 2,TMNT
tt0120655,Dogma,Iliza Shlesinger: Freezing Hot,Harold & Kumar Escape from Guantanamo Bay,MacGruber,Nanny McPhee and the Big Bang,The Brothers Grimm,G-Force
tt0056197,The Longest Day,The Monuments Men,Patton,The Pacific,A Bridge Too Far,Beyond Valkyrie: Dawn of the Fourth Reich,Memphis Belle
tt0174204,Simpatico,The Matriarch,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man,The Best Man,She Hate Me
tt0097162,Dead Calm,Hellraiser: Inferno,Cold Mountain,Godsend,Perfect Stranger,Stay,Stolen
tt0105665,Twin Peaks: Fire Walk with Me,Veronica Mars,Before I Fall,The Sweeney,Jem and the Holograms,Heaven's Prisoners,Wolfen
tt0171356,Gun Shy,Killers,The Marrying Man,Sabotage,Chill Factor,Big Trouble,Duplex
tt0100168,Mo' Better Blues,Jungle Fever,Chi-Raq,Antwone Fisher,The Work and the Glory,The Heart of Me,The Whole Wide World
tt0165643,Black and White,The Pick-up Artist,The Judge,Ready to Rumble,The Soloist,Sherlock Holmes: A Game of Shadows,American Outlaws
tt0132910,The Crow: Salvation,Happiness,Our Idiot Brother,Scarface,Marvin's Room,Beowulf,Sisters
tt0195234,Saving Grace,We're the Millers,Traffic,Trainspotting,Clockers,Red Heat,The French Connection
tt0173716,Cecil B. Demented,Ca$h,Novocaine,Zero Effect,Serial Mom,Intermission,The Underneath
tt0170691,Tigerland,Wings,Hart's War,Black Snake Moan,Lone Survivor,The End of Violence,The Messenger
tt0208092,Snatch,Heist,Falsely Accused,Sushi Girl,Kill Kane,Kill Kane,Money
tt0219699,The Gift,The Ghost and the Whale,House Of 9,Amnesiac,The Stranger,Goddess of Love,The Sublet
tt0200720,The House of Mirth,The Work and the Glory,The Heart of Me,The Whole Wide World,Anna Karenina,Valmont,The Best of Me
tt0101757,Don't Tell Mom the Babysitter's Dead,Home Alone,The Great Gilly Hopkins,All She Wishes,This Christmas,Christmas with the Kranks,A Nanny for Christmas
tt0092746,Cherry 2000,Robot Jox,Maggie,Chappie,Logan's Run,The Road,Battle for the Planet of the Apes
tt0265632,Recess: School's Out,My Favorite Martian,Pee-wee's Big Holiday,Cosmic Scrat-tastrophe,Wild Wild West,Alvin and the Chipmunks: The Squeakquel,The Smurfs 2
tt0192071,Get Over It,Rushmore,Shakespeare in Love,A Walk to Remember,Elizabethtown,Monster-in-Law,The Princess Diaries 2: Royal Engagement
tt0113026,The Fantasticks,How to Talk to Girls at Parties,The Lobster,Begin Again,Bloodhounds of Broadway,Up in Arms,The Zohar Secret
tt0089461,The Last Dragon,Kung Fu Dunk,Charlie's Angels,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Crouching Tiger, Hidden Dragon: Sword of Destiny",Wendy Wu: Homecoming Warrior,Hollywood Homicide
tt0096928,Bill & Ted's Excellent Adventure,Men in Black 3,Back to the Future,Terminator Genisys,X-Men: Days of Future Past,Meet the Robinsons,Star Trek IV: The Voyage Home
tt0097257,Earth Girls Are Easy,The Fantasticks,How to Talk to Girls at Parties,In the Good Old Summertime,The Lobster,Bathing Beauty,Begin Again
tt0263488,Jeepers Creepers,Secrets of a Psychopath,Funny Games,Halloween: Resurrection,The Brothers Grimm,Surveillance,Bless the Child
tt0166110,Bones,Ghost Rider,Shaft,Tamara,Devil's Den,A Sound of Thunder,Juice
tt0081071,The Long Riders,American Heist,Steal Big Steal Little,Defiance,American Outlaws,Rainbow Time,TMNT
tt0105219,Rapid Fire,Bulletproof,Above the Law,The Infiltrator,Dark Angel,Marked for Death,Bullet
tt0289408,The Powerpuff Girls Movie,Batman: Mask of the Phantasm,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,The Lego Batman Movie,"Car 54, Where Are You?",The Sweeney,Justice League: The New Frontier
tt0280460,The Banger Sisters,The Matriarch,This Christmas,Ricki and the Flash,Danny Collins,Solitary Man,We Bought a Zoo
tt0291502,Swept Away,Return to the Blue Lagoon,The Blue Lagoon,Cast Away,High Society,Couples Retreat,Sabrina
tt0082005,The Amateur,Bullet to the Head,Bait,Safe,6 Bullets,In the Blood,Code of Honor
tt0082507,Heartbeeps,My Big Fat Greek Wedding 2,"Yours, Mine & Ours",Elsa & Fred,All She Wishes,Can't Buy Me Love,Four Christmases
tt0083284,Escape to Victory,The Red Badge of Courage,Kandahar,Over the Top,No Holds Barred,Harry Brown,Eichmann
tt0084732,Still of the Night,Under Suspicion,Nadine,Let's Kill Ward's Wife,Zodiac,Surveillance,The Contract
tt0066249,The Private Life of Sherlock Holmes,Assassination of a High School President,For a Few Bullets,Loose Cannons,Dreamkiller,London Spy,Intermission
tt0088944,Commando,Direct Contact,Hunt to Kill,The Expendables 3,Killer Elite,Game of Death,Driven To Kill
tt0337909,Calendar Girls,Julie Darling,BloodRayne: The Third Reich,Losin' It,Spring Breakers,Nomads,Another Evil
tt0350194,Teacher's Pet,Manoman,Legends of Oz: Dorothy's Return,Melody Time,One More Time,Honey 3: Dare to Dance,This Christmas
tt0062803,Chitty Chitty Bang Bang,All She Wishes,Hook,Bedknobs and Broomsticks,The Nutcracker,Epic,The New Adventures of Pippi Longstocking
tt0086984,Body Double,Julie Darling,Nomads,Trapped,Angel,Hounds of Love,Psycho II
tt0102800,Robot Jox,Transformers: Age of Extinction,Chappie,Sky Captain and the World of Tomorrow,Real Steel,Robot Overlords,Kill Command
tt0391198,The Grudge,The Grudge 2,The Ring,Oldboy,Poltergeist,Nomads,Another Evil
tt0086216,Rumble Fish,The Warriors,The Outsiders,Dragon Eyes,RockNRolla,Crossover,Colombiana
tt0086491,Twilight Zone: The Movie,The Void,Southbound,Dreamcatcher,Virus X,Morgan,The Kiss
tt0099739,Hard to Kill,Out for a Kill,The Patriot,Kill Switch,Born to Raise Hell,Marked for Death,Driven To Kill
tt0103923,Captain America,Captain America: The Winter Soldier,X-Men,X2,Captain America: Civil War,Iron Man 2,Ant-Man
tt0123003,Bruno,Postcards from the Edge,The Matriarch,What a Way to Go!,Elsa & Fred,Mrs. Winterbourne,Buddies
tt0239641,Mimic 2,Morgan,Decoys,Man Vs.,Frost,The Phoenix Incident,The Diabolical
tt0283877,American Psycho 2: All American Girl,Red Dragon,Hannibal Rising,The Silence of the Lambs,Psychosis,Hannibal,Manhunter
tt0330099,The Brown Bunny,Buffalo '66,Essential Killing,Love,Shortbus,Lie with Me,Torque
tt0377992,The Visual Bible: The Gospel of John,Jesus,The Nativity Story,The Greatest Story Ever Told,Killing Jesus,Life of Brian,The Kingdom of Solomon
tt0375210,White Noise,Prevenge,The Exorcist,Stoker,Insidious: Chapter 3,Ratter,Fractured
tt0373024,Imaginary Heroes,The Matriarch,The Sweet Life,Elizabethtown,Barney's Version,Buddies,Last Cab to Darwin
tt0362389,44 Minutes: The North Hollywood Shoot-Out,The Visit: An Alien Encounter,The Dovekeepers,Lumberjack Man,Nuremberg,The Bleeding,Back in the Day
tt0412019,Broken Flowers,What Just Happened,Love Jones,Intermission,Griff the Invisible,Get Low,Rare Birds
tt0436058,American Pie Presents: Band Camp,Sing Street,Supersonic,This Is Spinal Tap,School of Rock,Keith Richards: Under the Influence,The Rose
tt0078492,The Wild Geese,Under Siege,Missing in Action,Sergeant York,In Enemy Hands,Band of Brothers,Dunkirk
tt0365485,The Matador,Intermission,What Just Happened,Money for Nothing,Ca$h,The Underneath,Mad City
tt0420087,A Prairie Home Companion,I Saw the Light,Industrial Soundtrack for the Urban Decay,One More Time,Bo Burnham: Make Happy,Raise Your Voice,Daltry Calhoun
tt0443496,Edmond,Someone to Watch Over Me,A Kind of Murder,Sliver,Unfaithful,The Paper,A Walk Among the Tombstones
tt0489270,Saw III,Running Scared,The First Power,Saw II,Abandoned Dead,Savages,Julie Darling
tt0454970,Turistas,The Wicker Man,Mother's Day,Lost Signal,Crazy As Hell,The Charnel House,Besetment
tt0455960,The Hitcher,Stake Land II: The Stakelander,The Glimmer Man,Mindhunters,Friday the 13th: A New Beginning,Robo Vampire,On the Brain
tt0778661,Daddy's Little Girls,Why Did I Get Married Too?,Why Did I Get Married?,The Matriarch,Love's Complicated,Madea's Family Reunion,Dan in Real Life
tt0499554,Reno 911!: Miami,Bulletproof,London Has Fallen,London Has Fallen,Saving Grace,Rise of the Footsoldier,Smokin' Aces
tt0419843,In the Land of Women,Summer Catch,Ashby,Solitary Man,Angel,Outside Providence,Just Looking
tt0462504,Rescue Dawn,Gods and Generals,Saving Private Ryan,Billy Lynn's Long Halftime Walk,Hart's War,Band of Brothers,Missing in Action
tt0109036,Abraham,Cromwell,Childless,Blackout,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Son of God
tt0890870,Saw IV,Red Dragon,War,Prison,The Silence of the Lambs,Hannibal,No One Lives
tt0757361,Margot at the Wedding,Life During Wartime,No. 2,Barney's Version,The Squid and the Whale,The Joneses,The Matriarch
tt0765120,My Blueberry Nights,Cocktail,Only Lovers Left Alive,1 Night,Sideways,Solitary Man,The Work and the Glory
tt0887719,Blonde Ambition,Take Me Home Tonight,The Perfect Match,The Perfect Match,What If,No Strings Attached,A Date for Mad Mary
tt0785007,Over Her Dead Body,Random Hearts,The Shack,Wrong Turn,The Tortured,The Eyes of My Mother,Life As We Know It
tt0425413,"Run, Fatboy, Run",Everybody Loves Somebody,Strictly Ballroom,Little Nicky,My Best Friend's Wedding,Igby Goes Down,Mambo Italiano
tt0783608,The Walker,City By The Sea,Consenting Adults,Death Valley,Maigret Sets a Trap,Tough Guys Don't Dance,Freelancers
tt0899128,100 Feet,The Remains,Spirit Trap,Dark Summer,What Lies Beneath,The Apparition,Insidious: Chapter 2
tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",Flyboys,For Whom the Bell Tolls,Zaytoun,The Black Pimpernel,Underfire: The Untold Story of Pfc. Tony Vaccaro,The Pacific
tt1014801,Pistol Whipped,Code of Honor,Ticker,Half Past Dead,Kiss of Death,Takers,Faster
tt1226271,The Damned United,Ronaldo,Gascoigne,Kicking & Screaming,Pelé: Birth of a Legend,Bend It Like Beckham,Eden
tt1038043,Mammoth,The Whole Wide World,The Burning Plain,We Don't Live Here Anymore,Life in Flight,Catch and Release,Smart People
tt0984200,Incendiary,Heaven,London Has Fallen,London Has Fallen,Vanity Fair,Bend It Like Beckham,Bridget Jones's Diary
tt1092633,"The Goods: Live Hard, Sell Hard",Neal Brennan: 3 Mics,Rosewood,Soldiers of Fortune,Undisputed,7 Below,Entourage
tt1262981,World's Greatest Dad,Losin' It,Bart Got a Room,Love & Other Drugs,Freakonomics,Smart People,The Rage: Carrie 2
tt1161418,Gentlemen Broncos,Clerks II,Iliza Shlesinger: Freezing Hot,MacGruber,The Joneses,Intermission,Saint John of Las Vegas
tt0188160,Price of Glory,My Family,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt1220198,The Fourth Kind,Fire in the Sky,Goat,Snitch,The Conjuring,K-PAX,Critters
tt0929632,Precious,Waitress,Wild Child,Charlie Bartlett,Fist Fight,Easy A,Where the Heart Is
tt0783598,Until Death,Swelter,Swelter,Enemies Closer,Black Eagle,Redline,Paparazzi
tt1107859,Kill Switch,Driven To Kill,Out for a Kill,The Patriot,Born to Raise Hell,Code of Honor,Ticker
tt1227177,Driven To Kill,Kill Switch,Ticker,A Dangerous Man,Absolution,Out for a Kill,The Patriot
tt1182921,Ninja,TEKKEN,Kiss of Death,Takers,Faster,The Line,In Too Deep
tt0961722,Cabin Fever 2: Spring Fever,Fist Fight,Mean Girls,17 Again,Easy A,The Fraternity,High School Musical
tt1017451,The Runaways,Industrial Soundtrack for the Urban Decay,Janis: Little Girl Blue,Janis: Little Girl Blue,Bessie,Sing Street,The Diary of a Teenage Girl
tt1470023,MacGruber,Iliza Shlesinger: Freezing Hot,Despicable Me 3,Harold & Kumar Escape from Guantanamo Bay,30 Minutes or Less,G-Force,Paul Blart: Mall Cop
tt1376195,Gunless,The Matriarch,The Rundown,Paint Your Wagon,Jane Got a Gun,Jane Got a Gun,Moon Over Parador
tt0479341,Adam Resurrected,Schindler's List,Chosen,Fury,The Zookeeper's Wife,Faith of Our Fathers,The Monuments Men
tt1285309,The Joneses,Life During Wartime,The Matriarch,Griff the Invisible,What Just Happened,Hey Hey It's Esther Blueburger,Winter Passing
tt1314655,Devil,Dreamkiller,02:13,The Unborn,Psych:9,Needle,Private Number
tt1528718,Born to Raise Hell,Out for a Kill,The Patriot,Kill Switch,Driven To Kill,Code of Honor,Ticker
tt1564585,Skyline,Drone Wars,Mars Needs Moms,Lowriders,Planet 51,The New Guy,Transformers
tt1320239,Burke & Hare,Kill Me Three Times,The Gun in Betty Lou's Handbag,Tales from the Darkside: The Movie,Middle Man,Oscar,Dad
tt1452628,Vanishing on 7th Street,Dreamkiller,Psychosis,02:13,Awake,The Unborn,Psych:9
tt1210071,Janky Promoters,Friday After Next,Daniel Tosh: People Pleaser,Deon Cole: Cole-Blooded Seminar,Kyle Kinane: Loose in Chicago,"Dana Carvey: Straight White Male, 60",Chris Hardwick: Funcomfortable
